Date,Category,Amount,Payment Method,Merchant,Location,Income/Expense,User ID,Transaction ID,Account Balance,Currency,Transaction Time,Day of Week
2024-06-02,Transportation,30656.19,UPI,Swiggy,Chennai,Income,d9b31142-6ef4-4efa-ae4b-0ea86d247820,af427996-182a-4e80-aece-db0b3e8edaff,394207.03,INR,08:27:05,Saturday
2022-04-06,Entertainment,17927.34,Credit Card,Uber,Delhi,Income,23d79e1e-7770-44f7-ba62-30165cd214ee,1417bdae-a786-4efd-8867-9823feab904b,233612.93,INR,00:40:06,Friday
2021-06-04,Health,3183.13,Cash,BookMyShow,Chennai,Expense,b0d2aed7-66d4-4c0e-935d-3345646f9057,8917da8b-1dab-407a-9b82-74825cfeee74,278678.24,INR,18:31:21,Wednesday
2021-01-04,Shopping,14521.09,Credit Card,Flipkart,Kolkata,Expense,64b463e6-e49f-4f03-beff-850f219629c6,b9e8762a-19d1-4222-aa7a-d5b437c02653,497055.23,INR,17:09:03,Sunday
2024-04-23,Groceries,5676.37,Cash,Big Bazaar,Delhi,Expense,a52d33e3-39a0-4e63-93c7-98cddd7917b2,979def0d-e86a-4109-8a50-7a35f312ab53,75415.33,INR,13:23:05,Friday
2024-03-12,Shopping,39824.38,UPI,Swiggy,Pune,Income,8a41d770-2f25-4878-aa84-1ce0775b87f9,271084e1-cd18-40c8-a8e8-ef9c054d6989,212990.42,INR,20:23:58,Sunday
2021-07-26,Shopping,33846.68,UPI,Flipkart,Ahmedabad,Expense,6d1c8f8c-7c95-4ae7-8b8f-400c9ae7c7a6,b298e818-791b-46bf-bcb2-f327f1a6e078,371631.65,INR,19:53:57,Monday
2022-07-21,Transportation,5901.41,UPI,Uber,Mumbai,Income,539c7a44-cfe5-4a2d-bdef-eec1ab7e11f2,f175de87-b355-4a78-aa55-0a65de755bf7,148092.44,INR,18:05:56,Monday
2023-03-03,Utilities,4023.36,Net Banking,Big Bazaar,Mumbai,Income,a435e83d-c47d-461b-aa8d-833b74dc4e16,d10551aa-9ad5-4365-8ba6-663c71960ffe,492251.12,INR,03:51:05,Thursday
2021-02-17,Transportation,32893.95,Debit Card,Amazon,Hyderabad,Income,763399d4-445b-4b55-9329-8a33437e8464,f5a8ed23-0442-4f14-b4d8-6a9799d35a2d,293280.63,INR,23:15:13,Friday
2022-08-14,Utilities,47787.14,Cash,Big Bazaar,Chennai,Income,73828526-5f03-477f-9491-bf86140f2231,b8989d21-ab3a-476b-848d-936119053586,18890.26,INR,11:53:36,Monday
2024-05-14,Health,1692.67,UPI,Zomato,Kolkata,Income,c594c207-ad19-42dc-8f43-b96c4d0dda35,6a66f75a-370a-4352-b2a1-0835bed74625,172742.5,INR,20:21:52,Thursday
2023-06-23,Health,34298.6,UPI,BookMyShow,Hyderabad,Expense,2f8db4a2-6476-4c29-b445-21ad460eca3d,14ac3a5e-f48a-4307-b027-4ae915bb7290,335408.45,INR,13:10:12,Friday
2023-10-01,Health,26469.0,Credit Card,Amazon,Chennai,Expense,cd0df3cc-b50e-41f7-af95-cc379e15a236,c1241d12-c821-4728-8c87-e6b8d9355cdd,164772.75,INR,21:21:10,Tuesday
2021-11-30,Health,40207.99,UPI,Swiggy,Bengaluru,Expense,dc9097ce-3fa1-4f22-833f-39761ac8cb38,8f44844a-fcea-4255-a12f-8abc466bd9a0,458675.13,INR,06:39:20,Sunday
2023-04-16,Shopping,26094.01,Cash,Zomato,Ahmedabad,Income,d4d96b95-22f6-400a-bdbf-7ed576eb22f8,846a73eb-bd68-467a-b299-89339f199c90,7846.62,INR,03:19:57,Saturday
2021-12-12,Health,47228.91,Credit Card,Reliance Fresh,Mumbai,Expense,bab751c4-1ba4-4797-8395-e6e71584b663,cd5c9445-f466-4b00-9605-06500b15015a,368301.62,INR,18:29:31,Friday
2024-07-09,Education,17242.33,Cash,BookMyShow,Pune,Expense,0fb03a13-33cc-4e77-98a1-ad27f460366b,1ff47fe6-0e5f-4480-8077-9eb1d8f7ea89,224234.53,INR,07:14:25,Saturday
2022-09-27,Entertainment,31441.14,Cash,Amazon,Kolkata,Expense,2988941c-f924-4133-87e4-9cfb645a7d1d,3417a501-d035-48bb-8059-ee5e0cb42b65,360533.77,INR,02:50:18,Monday
2023-09-08,Shopping,20247.43,UPI,Flipkart,Ahmedabad,Income,65bfe0dd-95e5-483e-890e-2884e9e5e006,88ecd8e0-de0d-4a04-8f7b-6f7b7be9dd65,336915.99,INR,15:53:02,Sunday
2024-07-01,Shopping,42345.95,Credit Card,Amazon,Pune,Expense,7872432e-cf25-4db9-99a4-4bd3ab7605b7,7d813a40-eb51-49ee-a89b-2d857cccdd8e,106720.57,INR,08:44:47,Tuesday
2022-05-10,Transportation,12127.22,Credit Card,Uber,Ahmedabad,Expense,7dd71c01-2857-4502-aad8-22b767d8b2a4,dd1a547f-f6f2-4f95-8ab1-aea2c5e8cbd0,188136.7,INR,10:14:35,Friday
2020-12-01,Dining,4378.83,UPI,Amazon,Kolkata,Expense,9459f0ad-279a-47a4-a856-e4cde64cb023,754a242e-7b3d-4f7a-992f-ff57b01a221d,69442.21,INR,15:57:36,Friday
2023-08-22,Health,13991.36,UPI,Reliance Fresh,Hyderabad,Expense,e10248a6-4a6f-482c-bd54-1a37fe843893,5d5dab71-60ad-49b1-8c34-d5e5ea8360b9,356631.34,INR,15:56:38,Friday
2021-08-08,Groceries,7857.83,UPI,BookMyShow,Pune,Income,54b03064-5b61-4108-b87a-0ddcab31d1a2,e104c2a3-6f04-4af6-91ed-0ac9c1a26289,306054.0,INR,20:09:14,Tuesday
2023-04-08,Entertainment,22426.66,Net Banking,Amazon,Pune,Income,936f11a1-da26-466b-bfc0-83bbe6dc41b8,91234749-74e9-4a76-a3af-0f91d893fac4,184337.92,INR,14:28:51,Saturday
2023-10-04,Groceries,44694.35,Debit Card,Amazon,Chennai,Expense,8971cc67-7b62-4720-8330-46965d08b923,4ca67a7e-0813-45f4-b90a-4e88ffe8abaa,81127.25,INR,01:55:15,Tuesday
2021-07-15,Shopping,16777.96,UPI,Zomato,Delhi,Income,dadeb542-cc63-4937-8ef3-9e8f7368fb5b,c68434be-3fee-416b-89b5-5d023dee0567,319312.53,INR,23:35:17,Saturday
2021-12-22,Health,7824.38,Debit Card,Big Bazaar,Ahmedabad,Income,b89d9bf6-5299-4477-91d6-33c8aa076f35,203dd97e-30e2-48d0-a1d7-6619d2227afe,444271.3,INR,04:27:31,Saturday
2022-12-03,Education,41961.27,Debit Card,Reliance Fresh,Hyderabad,Expense,9d82e14d-4c05-4941-b1ac-e7502b90f89d,c9c579fc-0ac3-4128-b4c7-53c95936c85d,154795.89,INR,03:20:27,Tuesday
2020-02-14,Transportation,43775.19,Cash,Reliance Fresh,Hyderabad,Income,106c46f5-812f-428a-a0db-95e4bcba79a9,0abe6a74-9135-45f3-9d53-f106ff90e5d3,188361.47,INR,02:04:05,Saturday
2021-07-06,Utilities,33678.09,Debit Card,Zomato,Chennai,Income,01b6e8c0-b0aa-46b4-828c-15e1ccf048ca,77751966-a8dd-4f7b-b707-7d9c6e25c3b3,367007.36,INR,16:46:20,Wednesday
2023-02-22,Entertainment,35439.08,Credit Card,Uber,Kolkata,Expense,7f063548-01c9-4afe-b1ae-52f9ed3d06a9,238754ed-f8f7-41d9-b762-4e220281ac14,247319.07,INR,03:38:30,Sunday
2024-04-07,Education,20533.58,Cash,BookMyShow,Mumbai,Income,32ccd040-7941-4813-af8a-c84809bf8f07,e169d954-bde2-43ed-aa50-5d90b520c310,108096.15,INR,21:04:15,Monday
2023-11-11,Transportation,16754.6,UPI,Swiggy,Ahmedabad,Income,84402802-4fa8-43e7-82e0-ccd64fbbe66a,b620dc1d-4fd9-4e77-ad8f-c79736d00ef6,455790.53,INR,11:50:16,Saturday
2022-09-01,Transportation,15503.26,Cash,Swiggy,Bengaluru,Income,60090c04-d9d6-449c-8fe2-7deed18293cf,cb361f39-3c2e-44d2-9771-8d07e9784d66,353589.98,INR,07:21:18,Tuesday
2020-03-31,Groceries,23398.21,Cash,BookMyShow,Delhi,Expense,eef49209-683a-4ab5-a965-3e4fea6f9454,472aab01-f958-44d8-9240-bbe9be288838,262215.88,INR,09:10:12,Tuesday
2021-08-05,Entertainment,3820.04,Cash,Reliance Fresh,Delhi,Income,c21c576e-f4e6-4bf4-ab6d-3dd5d18657b5,6f1e5c4f-580b-45cc-a768-0638f2219873,261757.45,INR,13:47:11,Saturday
2020-09-03,Utilities,27142.82,Credit Card,Big Bazaar,Hyderabad,Income,22a3da9a-b3a3-4790-a943-c48f4aca6063,3df7c02c-1a49-4d40-b4d8-bff211f19df8,154585.51,INR,03:31:17,Wednesday
2023-09-01,Groceries,22892.59,UPI,Zomato,Kolkata,Income,05b4b555-0294-462e-b158-47cee61b8599,2e25bd79-6b78-4d4c-81b5-45912e66b4ee,448132.47,INR,22:29:13,Monday
2022-01-12,Transportation,34643.7,Credit Card,Flipkart,Chennai,Income,823af42b-6c92-4b92-9e08-c9b597eb6b14,ed77b3b0-97a2-4d7e-bb23-8edadfe9144a,432499.06,INR,14:48:02,Tuesday
2023-08-15,Transportation,11106.65,Credit Card,Big Bazaar,Chennai,Expense,c5100884-1ddc-4ba6-a8d3-7ebca1b1384e,f7ba5f47-21b7-4dc6-8aac-25129ff31016,374721.42,INR,00:53:51,Tuesday
2022-02-11,Entertainment,8399.29,Credit Card,Swiggy,Bengaluru,Expense,0f31dce8-f9f2-424b-a670-a94be3d08908,48e4d984-675e-455b-b674-d02f0353a3ce,228530.74,INR,08:23:42,Tuesday
2021-09-26,Dining,45173.55,Debit Card,Reliance Fresh,Ahmedabad,Income,6fb7cf7d-ec4f-41e3-8e89-fe84484368f7,96074a83-c7b1-444c-942e-282c3b9c356a,25518.71,INR,04:32:12,Monday
2023-05-25,Utilities,2710.03,Cash,Big Bazaar,Ahmedabad,Income,e88f3036-1c77-4380-b4e9-28aa733d267c,2f8e9a0a-3481-496a-836e-d122e8d92570,134830.47,INR,11:16:58,Wednesday
2020-05-05,Health,44397.73,UPI,Big Bazaar,Chennai,Expense,a851ec23-56d8-4ada-ad07-a3ed21072a71,6ebba468-96d2-4138-94ef-3b8b0344c5b2,324890.72,INR,14:27:28,Sunday
2022-06-04,Utilities,34568.95,Debit Card,Amazon,Hyderabad,Income,500edfc8-01ae-46d4-8b22-77d9659341a7,7af722fc-fba3-4971-9e3b-ebbeb86cf9cc,66075.51,INR,06:34:35,Saturday
2020-11-02,Education,12201.46,Credit Card,Flipkart,Ahmedabad,Income,196c2db7-1d40-42d9-b381-6c3b6bd37883,f44d581b-a47c-44a6-acf6-366e698d75e5,365273.62,INR,08:18:45,Sunday
2023-07-21,Transportation,3451.57,Credit Card,Uber,Chennai,Expense,23508b7a-4326-4c91-b5fb-66ad1eef40ea,85f80315-f0f6-4364-8e3b-3a312ee6ddcd,425007.04,INR,00:51:25,Tuesday
2020-05-12,Health,49520.68,Credit Card,Uber,Ahmedabad,Income,555e12c2-00ea-463d-b1c1-19fbcd70ab5a,7d46bdf3-59d7-4c81-b1d2-8be03e6cd46b,119008.41,INR,11:00:14,Friday
2022-11-11,Education,34465.59,Credit Card,Flipkart,Delhi,Income,e0b0b834-358a-41d2-97cf-03069f430ec8,8b899e48-b20b-4792-993a-73b54730df64,457698.76,INR,01:10:14,Tuesday
2022-05-03,Shopping,48211.58,Cash,Swiggy,Ahmedabad,Income,ba1f1880-a86f-495a-ab7f-99b58d5f4ea1,dba1cf9c-406a-4956-bd52-3e81d81f08bf,63857.48,INR,08:13:11,Friday
2021-12-23,Education,29821.54,Credit Card,Amazon,Hyderabad,Income,0858171c-850c-45ab-be65-eb45c6d20014,a1c654c0-ffdd-4c6d-b52b-848ab33dde5d,311242.68,INR,14:54:14,Thursday
2020-11-28,Utilities,20321.84,Net Banking,Uber,Bengaluru,Expense,10da92ac-d9e8-49ce-beaa-c9867e151b5e,abb675f9-b781-466f-899e-e03a15b34641,474291.14,INR,20:53:11,Sunday
2024-03-21,Entertainment,17279.1,Net Banking,Swiggy,Kolkata,Income,dc10f83a-2a06-4cf4-b9b6-216693372d58,c4af82f2-a938-4da4-9b38-bb2eae6addbc,82483.17,INR,09:23:58,Saturday
2020-12-19,Entertainment,5826.75,Net Banking,Amazon,Mumbai,Income,f7d9fad6-076b-4c1a-b6c5-24da86dd097d,a32ac7e2-de08-4a3d-bb17-a6b0bb5090b3,279103.95,INR,05:39:29,Tuesday
2023-09-21,Education,14675.9,Debit Card,Reliance Fresh,Pune,Income,6df2f475-ee51-4912-83e1-4bd1722959ed,5622769a-8e06-4723-b1b0-738e91cd3421,106472.37,INR,19:15:53,Sunday
2023-01-31,Transportation,4216.74,UPI,Uber,Bengaluru,Income,713c9dc4-856e-4d5d-8fad-cad0ed28c414,794aa349-4dbe-4cd0-a1e6-d18787c433a3,194166.97,INR,05:34:06,Monday
2023-06-01,Health,21142.71,UPI,Swiggy,Pune,Income,30ca87b2-d827-4093-8f58-c54936e65d22,bc022d40-0ec9-4609-aa81-b4b08322ada1,193331.48,INR,18:00:58,Wednesday
2020-04-20,Education,26060.48,Debit Card,Uber,Hyderabad,Income,2ec96259-49e5-47c4-9deb-1f4aa660bbb0,8406dbb2-0552-4c65-a036-d06ca63fad7d,430404.89,INR,15:37:07,Thursday
2022-06-15,Transportation,1516.5,UPI,Flipkart,Ahmedabad,Expense,440dd34a-a5c1-4d0d-b2d3-9fa1dc2518ca,814c7879-22a0-411e-b1c2-9d968b2a6b7b,453874.68,INR,16:34:13,Tuesday
2023-09-06,Shopping,38128.76,Cash,BookMyShow,Bengaluru,Expense,2972da68-d9c5-4b92-9072-dc6e3ad2ed95,d252094b-a493-4b8d-bde8-b6bcbd7d4d99,330781.22,INR,23:15:46,Saturday
2022-09-09,Groceries,1203.14,Net Banking,Swiggy,Kolkata,Expense,d25da04f-97ea-4ece-ba0d-bd1500e81a26,c3e2e029-6b15-47ee-b0a7-b4ac52a8febb,257802.05,INR,08:06:32,Thursday
2022-11-30,Dining,38013.96,Net Banking,Amazon,Chennai,Income,00ccca9e-c9d7-4282-8b68-97c26ae31f9d,79f7bf2c-3b28-4ab9-bef1-2aeeea5d7e80,17911.57,INR,17:15:28,Sunday
2022-10-06,Transportation,49731.26,Cash,Flipkart,Mumbai,Income,b7e72858-b1ed-4b80-98cf-1096dc9cfe9c,58deeadc-3410-46be-a638-13a18863c883,344894.57,INR,17:37:48,Sunday
2021-06-01,Transportation,20984.15,Net Banking,Big Bazaar,Pune,Income,581e23e3-3b69-4f2c-bc9b-0bc8bb0628b4,96616787-b7ab-4fc4-ae83-f443f5910f19,105502.11,INR,19:51:53,Tuesday
2023-05-10,Education,46502.91,Cash,Flipkart,Pune,Expense,733c775e-f2cc-4fa5-9311-acdb8e6af983,acd9f4c2-19d9-431d-a73b-9c73c80eea2d,175435.04,INR,13:34:45,Saturday
2023-12-31,Dining,11983.04,Credit Card,Amazon,Mumbai,Income,b495a7e6-684b-4e3b-ad31-a2ca20ba7a1a,83a32a75-f36a-4cb9-b1b9-6c1dae51181e,258670.99,INR,20:34:40,Sunday
2020-04-21,Groceries,21565.67,Debit Card,Reliance Fresh,Hyderabad,Income,cdd6a5d9-0165-436b-badc-6dbbaad66839,ca1a0ed0-72fa-485c-bab6-11a7c3b45d1b,357086.63,INR,14:05:15,Monday
2021-01-04,Transportation,19439.29,Net Banking,Amazon,Kolkata,Expense,92b82b41-9d68-4eea-a93e-d85f5acd2278,08d7e61d-9654-43c6-88c2-9a60f9932459,68509.91,INR,14:51:54,Wednesday
2021-09-30,Utilities,4571.82,UPI,Swiggy,Kolkata,Income,d5fb6937-b023-4cfc-a223-3c413d0372c0,d12394e8-b3e4-4613-b89a-10cd8f516203,138157.11,INR,15:35:17,Sunday
2021-05-08,Groceries,21070.42,UPI,Flipkart,Ahmedabad,Income,97c27bfa-a601-4a36-9da2-577407b17909,f2ce31ec-8b2f-4e95-8756-53ea83167e29,249727.37,INR,15:51:01,Sunday
2020-07-08,Entertainment,23999.92,Debit Card,Flipkart,Ahmedabad,Expense,4e3e869b-0e56-4a3a-a9c7-aef0ab06016a,476caf9b-5b8f-4722-81f3-b219e14e5420,83209.2,INR,23:19:18,Saturday
2023-05-27,Transportation,16299.38,Credit Card,BookMyShow,Delhi,Expense,2ddf5aca-d3da-4642-b8d3-6fcb68ce98da,b2e7124f-fea9-46e0-bf40-858e3de1f879,355446.13,INR,21:29:02,Monday
2021-07-13,Groceries,10546.73,Debit Card,Reliance Fresh,Kolkata,Expense,40ccebe4-561d-4ccc-bd13-13d3f9e98d53,362b294c-c532-4b16-8838-a462a967d40a,278008.94,INR,04:10:04,Monday
2024-04-25,Transportation,15228.98,Net Banking,Uber,Mumbai,Expense,adabb6cc-fd9c-4305-9d08-3402682bbc9c,a65f1500-366f-49a4-aa9a-101ef0bc30b7,499188.97,INR,02:46:08,Tuesday
2020-11-20,Health,36870.88,Net Banking,Big Bazaar,Delhi,Income,0e939acc-a8b0-4f2f-a9de-a05007ce8118,b8aa1145-111c-49c6-adbe-1b828028c69b,10592.46,INR,09:24:35,Wednesday
2020-06-08,Education,27223.55,Cash,Big Bazaar,Kolkata,Expense,7592d827-3f00-445f-969d-6e2c97bac22c,1e7d6aa2-b4f9-42ef-80a6-5fc929a65e49,176564.38,INR,21:46:53,Sunday
2022-11-02,Entertainment,20871.72,Credit Card,BookMyShow,Kolkata,Income,ca90e577-0990-4594-a7f2-54aa2d6eaf4f,d597b409-7587-4d29-949d-b98b0655f5ef,324662.38,INR,18:12:35,Wednesday
2023-08-19,Groceries,26281.04,UPI,Amazon,Pune,Income,ac5e9403-0361-47b8-947f-a4d8e0796732,6e900c9b-8c3c-417d-adb7-9a5c686ab1fc,320881.29,INR,12:31:45,Thursday
2021-07-30,Groceries,9220.16,Credit Card,Flipkart,Pune,Expense,27823567-db60-4d23-b803-efb76b6095f6,06a38aad-e5dd-4ab3-a336-f06f0c5bdcd3,79654.7,INR,07:26:49,Sunday
2023-11-06,Education,38530.29,Net Banking,Amazon,Chennai,Income,aab889ca-ed11-4304-997d-cdf0a37e1823,3d0ef92f-a541-484c-9b58-13aa20c826a9,255613.37,INR,23:08:47,Sunday
2023-12-09,Education,15033.07,Debit Card,Uber,Mumbai,Expense,1b81a786-b2c8-46cc-8a6d-5fda7d68a67d,9c1d6efe-19e6-482b-8af8-82e5eaaaec99,221704.08,INR,11:49:17,Tuesday
2024-03-20,Entertainment,984.89,UPI,Flipkart,Bengaluru,Income,952d41c8-538c-41cc-9248-8e88e2c7d72b,4260fc3d-883e-44a4-b4b2-36baac607a40,470630.25,INR,21:49:45,Sunday
2020-04-23,Entertainment,46394.59,Debit Card,Big Bazaar,Mumbai,Income,cbc8d3bf-27e7-47c8-bd67-c8ca7e0c9b6a,111d1d51-611d-4771-9b0e-d4fa65b083c2,149955.79,INR,11:26:44,Friday
2020-12-07,Health,29959.93,UPI,Uber,Kolkata,Expense,8fbdee42-2dc4-44fa-8408-b7bb0c6cf4c8,cc48deae-f815-4228-bccb-4f6d819e66a3,77154.82,INR,04:12:25,Saturday
2024-01-04,Utilities,4520.75,Net Banking,Swiggy,Hyderabad,Expense,a44c6456-0960-42c3-9bec-396de7b32c0b,628f1b2e-c3d6-48b1-b64d-e1c62f276034,186187.93,INR,19:00:30,Sunday
2023-10-13,Health,48048.02,Net Banking,Uber,Ahmedabad,Expense,8a070a22-0ac0-4ab1-8b2b-389ac666c1a9,0f72026d-57bc-4749-82bc-5a5030ddee6b,496144.34,INR,08:33:36,Sunday
2021-09-21,Education,27418.88,Cash,Amazon,Chennai,Expense,00f98671-de8e-4fae-85b3-658ac520d4ed,100ab2e7-190d-4c16-ad09-1833b43e9d43,342271.53,INR,18:38:55,Tuesday
2021-10-31,Groceries,39499.93,Cash,Big Bazaar,Bengaluru,Income,5d7682c7-5d64-4c45-964f-06cdf8be1d2c,6e9f0ef5-3354-453b-bbe8-e31fea401422,282366.93,INR,16:00:20,Tuesday
2023-09-26,Shopping,20535.17,Net Banking,Reliance Fresh,Kolkata,Income,e0f65d74-72aa-4039-ab93-455212e9541c,d9b12de6-9869-49d6-9298-d08724f6cdc6,326946.88,INR,13:27:51,Wednesday
2021-06-06,Transportation,3249.2,Cash,Flipkart,Chennai,Income,4abe4a44-10c5-44cd-b31a-de14fe95d6d8,017067c5-ed62-4c1c-a351-770c40485c3e,445754.44,INR,00:08:50,Sunday
2024-03-20,Shopping,22318.02,Debit Card,Big Bazaar,Bengaluru,Expense,86a602ed-aef8-4039-bd3b-ec2322211764,3ac8c1be-4d22-4ec7-9d7e-1ecf95a1f621,444230.66,INR,08:35:56,Friday
2023-05-09,Transportation,25777.56,Debit Card,BookMyShow,Pune,Income,b9fa00ae-5cec-4d04-9358-67e7c77a9b51,39512585-a534-4cc4-af69-fc3d45cb25c5,422877.98,INR,06:46:24,Tuesday
2020-08-29,Groceries,27752.0,UPI,Amazon,Bengaluru,Income,db0f5fc1-c5ff-44c8-b8de-1eb5ea7a4380,65a5bb1e-96fd-4312-b59c-c8d0d7a7b649,263326.15,INR,15:48:43,Saturday
2020-06-07,Health,12619.75,UPI,Flipkart,Mumbai,Income,e445ca44-b63a-4b24-8fa4-b10aae82ed13,c724d5a8-2a02-4748-ac88-fb9d89fb52b7,136151.98,INR,22:54:54,Monday
2021-12-30,Shopping,48178.6,Net Banking,Swiggy,Hyderabad,Income,2047d88d-d4f3-4889-95db-97cb0015e164,c4a34d9b-9efd-416d-83d4-d4eb9774497c,191190.11,INR,20:17:08,Saturday
2024-07-12,Entertainment,13052.42,Credit Card,BookMyShow,Mumbai,Income,69c0eadd-f57f-4604-9243-fc9c77e1f7ef,5a6f9c02-2c81-451d-b908-40f11879f8e9,132063.72,INR,12:32:34,Monday
2024-07-14,Health,47962.47,Credit Card,Flipkart,Kolkata,Expense,220593f9-89d7-4ad3-b2bd-b24d3eb68fad,5f743efd-987f-41e2-8cc4-b13f49592544,38653.38,INR,11:17:08,Monday
2022-05-16,Health,31016.94,Cash,Uber,Hyderabad,Income,1c6a968b-4d9e-4dfb-910a-12742a76aca6,97ab9204-0ecd-483a-8e02-30a47c6ba107,269686.63,INR,23:00:40,Saturday
2023-10-11,Health,43201.53,UPI,Amazon,Chennai,Expense,abff08ea-4a1c-4fac-bdf8-b60215369212,e033a832-b53c-4da9-9195-91c297a9d9a9,443178.77,INR,01:00:02,Tuesday
2021-08-16,Entertainment,1603.74,Cash,Zomato,Kolkata,Expense,cd5c031c-5f08-4074-a7cf-afc23131c2c0,c1bb594b-b517-4889-a7f1-30ba4c8e9333,98617.02,INR,21:12:54,Wednesday
2020-11-02,Health,1439.82,UPI,Reliance Fresh,Delhi,Expense,c6deeda7-c8e6-4708-9039-9367b2372663,f69c4578-522d-4f5f-aa6b-cbdda8c39070,219544.56,INR,15:07:24,Tuesday
2022-09-14,Dining,38925.11,Debit Card,Amazon,Kolkata,Expense,c2c9952e-c5be-4c17-bc2a-edcbcc371176,17a56fae-c6ca-4fef-ad84-1147fe4c71f5,142362.33,INR,17:05:23,Sunday
2020-09-04,Health,20823.87,Net Banking,Flipkart,Delhi,Expense,53f6e4bb-b8c2-4552-bbb0-bc4035bbbfc1,7905074b-8df9-461d-8e06-5de867b2754b,353231.06,INR,21:54:15,Wednesday
2020-03-27,Shopping,31129.49,Debit Card,Amazon,Pune,Income,a12d80f8-5705-4029-b306-26a833a949e7,a0a5e042-0365-4747-ae55-eb392fb3d994,416107.19,INR,14:36:24,Sunday
2022-01-15,Utilities,6983.5,UPI,Swiggy,Pune,Income,17d34c0e-6365-4058-a3d3-c601dff44686,7af1010a-ba54-49bb-9275-33dbe3c8ebae,297020.96,INR,07:44:56,Monday
2023-03-29,Transportation,5073.4,Net Banking,Zomato,Ahmedabad,Income,bcc46949-d072-43c8-b943-ff6e33bb2d03,4e402955-eb81-40e3-a3ab-9bd9a1db02af,71846.37,INR,20:34:15,Monday
2021-12-04,Groceries,36115.55,Credit Card,Uber,Pune,Expense,a5ba53f0-7eeb-4bf0-a5ec-e613dc8fdcc0,9f87cb77-9529-47aa-9aee-d40542f950d4,429169.09,INR,11:11:54,Saturday
2021-09-13,Utilities,3977.83,Debit Card,Zomato,Bengaluru,Income,fdbcbee0-e8c7-4796-b982-6dc6a42bf4b9,ff584866-f113-4c67-a4ca-9aa0a4e6e2a8,277578.29,INR,16:06:44,Tuesday
2023-03-26,Entertainment,44242.45,UPI,Flipkart,Chennai,Income,4ca583ce-62b6-4b23-83be-7d5feca244ad,08ddf6d6-db0d-40d8-bcae-a9f297b7a6a5,446583.74,INR,15:13:11,Monday
2024-05-20,Shopping,32203.55,Net Banking,Amazon,Delhi,Expense,7ee3bbe7-2df9-47ca-9353-19b44dc9d4cc,2e4d7add-7d9e-4d88-9f2d-11c6b90f91f6,155452.01,INR,11:54:05,Sunday
2022-01-20,Entertainment,17747.17,Cash,BookMyShow,Kolkata,Expense,446dd321-68c0-42d8-9021-c95633d3b6e7,69b2d2f0-948d-4189-8b95-7836734f8154,2429.75,INR,05:24:06,Tuesday
2021-01-13,Utilities,6358.81,Credit Card,Amazon,Chennai,Income,9d7a16b0-fe8e-4238-9fce-dff42980da1f,b4d8e357-0d44-4d0e-b19b-2214904f4c61,310739.22,INR,19:27:17,Tuesday
2023-09-25,Health,27598.04,UPI,Reliance Fresh,Delhi,Expense,66477183-e3a9-47ba-8013-52402ce5acce,28c62820-7295-4e6e-b4a2-0aba17c20bf1,378858.46,INR,06:40:15,Friday
2022-03-02,Dining,43734.42,Cash,Uber,Delhi,Income,89bb2ed5-9f86-4811-bd04-de5fb5ef39df,c20ffd81-1fe3-45cd-b6ba-36a64bce1a61,235511.09,INR,02:49:32,Sunday
2022-05-24,Health,18826.38,Credit Card,Flipkart,Kolkata,Expense,5a366a4e-e5d5-4bf5-a642-87055e6927c7,fe75920e-6e05-4e0a-9479-0517f77aa870,155628.84,INR,11:27:26,Wednesday
2023-04-08,Groceries,6273.34,UPI,BookMyShow,Delhi,Expense,70cf98e4-d770-4b28-a19d-5e12b7f9f135,4befd495-743b-4344-976c-c65b57bc08d5,355828.01,INR,02:27:14,Sunday
2023-05-23,Shopping,15525.23,Credit Card,Swiggy,Hyderabad,Income,e945b7bd-e201-4a02-9351-f7f3439fe39b,5f2230b1-e7c7-41aa-99b8-20197600f854,220051.11,INR,07:13:07,Saturday
2022-03-13,Transportation,17168.17,Net Banking,Big Bazaar,Pune,Expense,542fa768-a4f4-4688-8ffc-215e545a55f2,f7db660e-d2bd-42c5-a118-cb9afa36b186,407960.3,INR,06:28:27,Sunday
2024-01-27,Shopping,12046.88,UPI,Big Bazaar,Ahmedabad,Expense,0a15e504-e7a2-4c96-93b5-32f64ce084c1,c29f2b03-d96e-4834-88f8-a435d5f47237,62504.75,INR,20:51:34,Saturday
2020-11-23,Utilities,38626.17,Credit Card,Flipkart,Ahmedabad,Expense,679d37ea-0aa4-488a-9167-6fef7683a7ca,2933d328-38d0-43cc-86bf-7f654c5173a0,162526.11,INR,21:52:45,Friday
2021-12-13,Transportation,36931.33,Credit Card,Flipkart,Kolkata,Expense,1f857bd0-4ff9-4226-b466-0e2dad08582a,113c8a2e-12ef-4c58-802a-417264cdefa0,306964.67,INR,22:41:33,Saturday
2020-06-14,Health,31951.64,Debit Card,Amazon,Hyderabad,Expense,894348b9-2eee-48c5-8c46-48ffc30048da,da1c566a-fd92-4361-8af2-b06cb5f3ebc6,46538.68,INR,10:32:09,Sunday
2022-04-26,Shopping,4044.16,UPI,BookMyShow,Hyderabad,Income,b690eddf-daf3-409e-b226-9c4c557d3cca,8636d8d6-40e8-4f57-8b62-b21cf3b540b3,310012.48,INR,11:28:26,Sunday
